ROWID,Country,SourceYear,Harmonized System (HS) Code,Commodities,Import value of each commodity,Percentage share of each commodity ( % ),YearCode,Year
1506,India,2004-05,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,29331.41,0.0585,2004,"Financial Year (Apr - Mar), 2004"
1507,India,2002-03,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,20264.24,0.0682,2002,"Financial Year (Apr - Mar), 2002"
1508,India,2003-04,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,24929.34,0.0694,2003,"Financial Year (Apr - Mar), 2003"
1509,India,2020-21,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",394896.74,0.1354,2020,"Financial Year (Apr - Mar), 2020"
1510,India,2021-22,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",636871.89,0.1393,2021,"Financial Year (Apr - Mar), 2021"
1511,India,2012-13,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",399629.73,0.1497,2012,"Financial Year (Apr - Mar), 2012"
1512,India,2019-20,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",525359,0.1563,2019,"Financial Year (Apr - Mar), 2019"
1513,India,2011-12,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",378224.3,0.1613,2011,"Financial Year (Apr - Mar), 2011"
1514,India,2008-09,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",226594.59,0.1649,2008,"Financial Year (Apr - Mar), 2008"
1515,India,2013-14,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",449920.86,0.1657,2013,"Financial Year (Apr - Mar), 2013"
1784,India,2009-10,69,CERAMIC PRODUCTS,192908.71,0.1415,2009,"Financial Year (Apr - Mar), 2009"
1516,India,2010-11,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",283274.59,0.1683,2010,"Financial Year (Apr - Mar), 2010"
1517,India,2018-19,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",610951.76,0.17,2018,"Financial Year (Apr - Mar), 2018"
1518,India,2014-15,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",479262.95,0.1751,2014,"Financial Year (Apr - Mar), 2014"
1519,India,2016-17,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",454488.36,0.1763,2016,"Financial Year (Apr - Mar), 2016"
1520,India,2009-10,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",248977.27,0.1826,2009,"Financial Year (Apr - Mar), 2009"
1521,India,2017-18,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",554917.56,0.1849,2017,"Financial Year (Apr - Mar), 2017"
1522,India,2007-08,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",188746.29,0.1865,2007,"Financial Year (Apr - Mar), 2007"
1523,India,2015-16,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",466486.4,0.1873,2015,"Financial Year (Apr - Mar), 2015"
1524,India,2006-07,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",176974.26,0.2106,2006,"Financial Year (Apr - Mar), 2006"
1525,India,1999-00,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",48660.21,0.2258,1999,"Financial Year (Apr - Mar), 1999"
1526,India,2003-04,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",81994.93,0.2283,2003,"Financial Year (Apr - Mar), 2003"
1527,India,2004-05,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",117662.94,0.2348,2004,"Financial Year (Apr - Mar), 2004"
1528,India,2005-06,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",160348.51,0.2428,2005,"Financial Year (Apr - Mar), 2005"
1529,India,2000-01,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",56494.19,0.2447,2000,"Financial Year (Apr - Mar), 2000"
1530,India,2002-03,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",75017.13,0.2524,2002,"Financial Year (Apr - Mar), 2002"
1531,India,1996-97,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",38227.15,0.2752,1996,"Financial Year (Apr - Mar), 1996"
1532,India,1998-99,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",49544.76,0.2778,1998,"Financial Year (Apr - Mar), 1998"
1533,India,2001-02,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",68661.41,0.28,2001,"Financial Year (Apr - Mar), 2001"
1534,India,1997-98,59,"IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE",43984.06,0.2853,1997,"Financial Year (Apr - Mar), 1997"
1535,India,1996-97,60,KNITTED OR CROCHETED FABRICS,2301.6,0.0166,1996,"Financial Year (Apr - Mar), 1996"
1536,India,1997-98,60,KNITTED OR CROCHETED FABRICS,3824.57,0.0248,1997,"Financial Year (Apr - Mar), 1997"
1537,India,1998-99,60,KNITTED OR CROCHETED FABRICS,6685.09,0.0375,1998,"Financial Year (Apr - Mar), 1998"
1538,India,2008-09,60,KNITTED OR CROCHETED FABRICS,67635.56,0.0492,2008,"Financial Year (Apr - Mar), 2008"
1539,India,2004-05,60,KNITTED OR CROCHETED FABRICS,27037.24,0.054,2004,"Financial Year (Apr - Mar), 2004"
1540,India,2006-07,60,KNITTED OR CROCHETED FABRICS,45594.81,0.0542,2006,"Financial Year (Apr - Mar), 2006"
1541,India,2009-10,60,KNITTED OR CROCHETED FABRICS,75895.18,0.0557,2009,"Financial Year (Apr - Mar), 2009"
1542,India,2007-08,60,KNITTED OR CROCHETED FABRICS,57027.35,0.0563,2007,"Financial Year (Apr - Mar), 2007"
1543,India,2003-04,60,KNITTED OR CROCHETED FABRICS,20667.12,0.0576,2003,"Financial Year (Apr - Mar), 2003"
1544,India,2005-06,60,KNITTED OR CROCHETED FABRICS,44465.37,0.0673,2005,"Financial Year (Apr - Mar), 2005"
1545,India,2010-11,60,KNITTED OR CROCHETED FABRICS,114509.47,0.068,2010,"Financial Year (Apr - Mar), 2010"
1546,India,2002-03,60,KNITTED OR CROCHETED FABRICS,20398.87,0.0686,2002,"Financial Year (Apr - Mar), 2002"
1547,India,2011-12,60,KNITTED OR CROCHETED FABRICS,173613.94,0.074,2011,"Financial Year (Apr - Mar), 2011"
1548,India,1999-00,60,KNITTED OR CROCHETED FABRICS,17082,0.0793,1999,"Financial Year (Apr - Mar), 1999"
1549,India,2012-13,60,KNITTED OR CROCHETED FABRICS,211910.12,0.0794,2012,"Financial Year (Apr - Mar), 2012"
1550,India,2013-14,60,KNITTED OR CROCHETED FABRICS,226754.5,0.0835,2013,"Financial Year (Apr - Mar), 2013"
1551,India,2001-02,60,KNITTED OR CROCHETED FABRICS,20905.83,0.0853,2001,"Financial Year (Apr - Mar), 2001"
1552,India,2000-01,60,KNITTED OR CROCHETED FABRICS,22813.48,0.0988,2000,"Financial Year (Apr - Mar), 2000"
1553,India,2014-15,60,KNITTED OR CROCHETED FABRICS,287251.79,0.1049,2014,"Financial Year (Apr - Mar), 2014"
1554,India,2021-22,60,KNITTED OR CROCHETED FABRICS,502222.64,0.1098,2021,"Financial Year (Apr - Mar), 2021"
1555,India,2018-19,60,KNITTED OR CROCHETED FABRICS,395798.33,0.1101,2018,"Financial Year (Apr - Mar), 2018"
1556,India,2019-20,60,KNITTED OR CROCHETED FABRICS,388932.98,0.1157,2019,"Financial Year (Apr - Mar), 2019"
1557,India,2020-21,60,KNITTED OR CROCHETED FABRICS,358036.03,0.1228,2020,"Financial Year (Apr - Mar), 2020"
1558,India,2016-17,60,KNITTED OR CROCHETED FABRICS,320200.9,0.1242,2016,"Financial Year (Apr - Mar), 2016"
1559,India,2017-18,60,KNITTED OR CROCHETED FABRICS,381710.33,0.1272,2017,"Financial Year (Apr - Mar), 2017"
1560,India,2015-16,60,KNITTED OR CROCHETED FABRICS,321063.62,0.1289,2015,"Financial Year (Apr - Mar), 2015"
1561,India,1996-97,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",569.86,0.0041,1996,"Financial Year (Apr - Mar), 1996"
1562,India,1997-98,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",779.73,0.0051,1997,"Financial Year (Apr - Mar), 1997"
1563,India,1998-99,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",1012.38,0.0057,1998,"Financial Year (Apr - Mar), 1998"
1564,India,1999-00,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",1641.86,0.0076,1999,"Financial Year (Apr - Mar), 1999"
1565,India,2004-05,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",4847.37,0.0097,2004,"Financial Year (Apr - Mar), 2004"
1566,India,2005-06,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",7674.41,0.0116,2005,"Financial Year (Apr - Mar), 2005"
1567,India,2000-01,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",3076.61,0.0133,2000,"Financial Year (Apr - Mar), 2000"
1568,India,2002-03,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",3948.94,0.0133,2002,"Financial Year (Apr - Mar), 2002"
1569,India,2006-07,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",11304.19,0.0134,2006,"Financial Year (Apr - Mar), 2006"
1570,India,2003-04,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",5017.03,0.014,2003,"Financial Year (Apr - Mar), 2003"
1571,India,2007-08,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",15323.01,0.0151,2007,"Financial Year (Apr - Mar), 2007"
1572,India,2009-10,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",20834.47,0.0153,2009,"Financial Year (Apr - Mar), 2009"
1573,India,2008-09,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",23629.36,0.0172,2008,"Financial Year (Apr - Mar), 2008"
1574,India,2001-02,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",5316.16,0.0217,2001,"Financial Year (Apr - Mar), 2001"
1575,India,2010-11,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",37538.05,0.0223,2010,"Financial Year (Apr - Mar), 2010"
1576,India,2012-13,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",63980.32,0.024,2012,"Financial Year (Apr - Mar), 2012"
1577,India,2011-12,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",60710.27,0.0259,2011,"Financial Year (Apr - Mar), 2011"
1578,India,2013-14,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",102140.27,0.0376,2013,"Financial Year (Apr - Mar), 2013"
1579,India,2014-15,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",131019.53,0.0479,2014,"Financial Year (Apr - Mar), 2014"
1580,India,2015-16,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",166305.91,0.0668,2015,"Financial Year (Apr - Mar), 2015"
1581,India,2016-17,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",176721.75,0.0686,2016,"Financial Year (Apr - Mar), 2016"
1582,India,2017-18,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",224457.4,0.0748,2017,"Financial Year (Apr - Mar), 2017"
1648,India,1997-98,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",8551.6,0.0555,1997,"Financial Year (Apr - Mar), 1997"
1583,India,2018-19,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",326021.66,0.0907,2018,"Financial Year (Apr - Mar), 2018"
1584,India,2021-22,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",451539.07,0.0987,2021,"Financial Year (Apr - Mar), 2021"
1585,India,2020-21,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",290046.18,0.0995,2020,"Financial Year (Apr - Mar), 2020"
1586,India,2019-20,61,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED",352345.44,0.1048,2019,"Financial Year (Apr - Mar), 2019"
1587,India,1996-97,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",590.45,0.0043,1996,"Financial Year (Apr - Mar), 1996"
1588,India,1997-98,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",1192.77,0.0077,1997,"Financial Year (Apr - Mar), 1997"
1589,India,1998-99,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",2850.53,0.016,1998,"Financial Year (Apr - Mar), 1998"
1590,India,2004-05,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",10107.39,0.0202,2004,"Financial Year (Apr - Mar), 2004"
1591,India,2009-10,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",30121.12,0.0221,2009,"Financial Year (Apr - Mar), 2009"
1592,India,1999-00,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",5351.96,0.0248,1999,"Financial Year (Apr - Mar), 1999"
1593,India,2002-03,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",7644.36,0.0257,2002,"Financial Year (Apr - Mar), 2002"
1594,India,2006-07,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",22087.6,0.0263,2006,"Financial Year (Apr - Mar), 2006"
1595,India,2005-06,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",17484.87,0.0265,2005,"Financial Year (Apr - Mar), 2005"
1596,India,2008-09,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",40136.85,0.0292,2008,"Financial Year (Apr - Mar), 2008"
1597,India,2000-01,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",6816.97,0.0295,2000,"Financial Year (Apr - Mar), 2000"
1598,India,2007-08,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",30056.58,0.0297,2007,"Financial Year (Apr - Mar), 2007"
1599,India,2010-11,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",51909.76,0.0308,2010,"Financial Year (Apr - Mar), 2010"
1600,India,2003-04,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",12765.05,0.0355,2003,"Financial Year (Apr - Mar), 2003"
1601,India,2011-12,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",91592.9,0.0391,2011,"Financial Year (Apr - Mar), 2011"
1602,India,2012-13,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",114319.1,0.0428,2012,"Financial Year (Apr - Mar), 2012"
1603,India,2001-02,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",11936.66,0.0487,2001,"Financial Year (Apr - Mar), 2001"
1604,India,2013-14,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",162192.97,0.0597,2013,"Financial Year (Apr - Mar), 2013"
1605,India,2014-15,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",189648.93,0.0693,2014,"Financial Year (Apr - Mar), 2014"
1606,India,2015-16,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",214622.93,0.0862,2015,"Financial Year (Apr - Mar), 2015"
1607,India,2016-17,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",222675.08,0.0864,2016,"Financial Year (Apr - Mar), 2016"
1608,India,2017-18,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",273760.83,0.0912,2017,"Financial Year (Apr - Mar), 2017"
1609,India,2021-22,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",492265.43,0.1077,2021,"Financial Year (Apr - Mar), 2021"
1610,India,2020-21,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",361963.37,0.1241,2020,"Financial Year (Apr - Mar), 2020"
1611,India,2018-19,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",451024.75,0.1255,2018,"Financial Year (Apr - Mar), 2018"
1612,India,2019-20,62,"ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED",458405.3,0.1364,2019,"Financial Year (Apr - Mar), 2019"
1613,India,2007-08,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,49300.8,0.0487,2007,"Financial Year (Apr - Mar), 2007"
1614,India,2006-07,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,47617.31,0.0567,2006,"Financial Year (Apr - Mar), 2006"
1615,India,2009-10,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,94163.59,0.069,2009,"Financial Year (Apr - Mar), 2009"
1616,India,2005-06,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,47397.15,0.0718,2005,"Financial Year (Apr - Mar), 2005"
1617,India,2010-11,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,121860.86,0.0724,2010,"Financial Year (Apr - Mar), 2010"
1618,India,2004-05,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,38233.74,0.0763,2004,"Financial Year (Apr - Mar), 2004"
1619,India,1998-99,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,13819.35,0.0775,1998,"Financial Year (Apr - Mar), 1998"
1620,India,2011-12,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,188211.32,0.0802,2011,"Financial Year (Apr - Mar), 2011"
1621,India,2008-09,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,111352.29,0.081,2008,"Financial Year (Apr - Mar), 2008"
1622,India,2013-14,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,227548.25,0.0838,2013,"Financial Year (Apr - Mar), 2013"
1623,India,2012-13,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,224380.84,0.0841,2012,"Financial Year (Apr - Mar), 2012"
1624,India,1996-97,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,12593.51,0.0907,1996,"Financial Year (Apr - Mar), 1996"
1625,India,2002-03,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,27515.79,0.0926,2002,"Financial Year (Apr - Mar), 2002"
1626,India,2018-19,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,351567.36,0.0978,2018,"Financial Year (Apr - Mar), 2018"
1627,India,2017-18,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,297034.9,0.099,2017,"Financial Year (Apr - Mar), 2017"
1628,India,1999-00,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,21613.03,0.1003,1999,"Financial Year (Apr - Mar), 1999"
1629,India,2021-22,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,463300.08,0.1013,2021,"Financial Year (Apr - Mar), 2021"
1630,India,1997-98,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,16213.31,0.1052,1997,"Financial Year (Apr - Mar), 1997"
1631,India,2014-15,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,303528.69,0.1109,2014,"Financial Year (Apr - Mar), 2014"
1632,India,2016-17,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,289019.71,0.1121,2016,"Financial Year (Apr - Mar), 2016"
1633,India,2001-02,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,27903.74,0.1138,2001,"Financial Year (Apr - Mar), 2001"
1634,India,2019-20,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,408152.93,0.1214,2019,"Financial Year (Apr - Mar), 2019"
1635,India,2003-04,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,51027.16,0.1421,2003,"Financial Year (Apr - Mar), 2003"
1636,India,2015-16,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,360381.6,0.1447,2015,"Financial Year (Apr - Mar), 2015"
1637,India,2000-01,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,35231.46,0.1526,2000,"Financial Year (Apr - Mar), 2000"
1778,India,1997-98,69,CERAMIC PRODUCTS,18925.45,0.1228,1997,"Financial Year (Apr - Mar), 1997"
1638,India,2020-21,63,OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS,448489.11,0.1538,2020,"Financial Year (Apr - Mar), 2020"
1639,India,2002-03,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",11477.65,0.0386,2002,"Financial Year (Apr - Mar), 2002"
1640,India,2001-02,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",9756.76,0.0398,2001,"Financial Year (Apr - Mar), 2001"
1641,India,1996-97,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",6203.77,0.0447,1996,"Financial Year (Apr - Mar), 1996"
1642,India,2003-04,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",17143.81,0.0477,2003,"Financial Year (Apr - Mar), 2003"
1643,India,2000-01,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",11391.69,0.0493,2000,"Financial Year (Apr - Mar), 2000"
1644,India,2004-05,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",24717.38,0.0493,2004,"Financial Year (Apr - Mar), 2004"
1645,India,1999-00,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",10978.27,0.0509,1999,"Financial Year (Apr - Mar), 1999"
1646,India,2009-10,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",71945.08,0.0528,2009,"Financial Year (Apr - Mar), 2009"
1647,India,2008-09,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",73278.36,0.0533,2008,"Financial Year (Apr - Mar), 2008"
1649,India,2007-08,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",61192.56,0.0604,2007,"Financial Year (Apr - Mar), 2007"
1650,India,1998-99,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",10888.19,0.0611,1998,"Financial Year (Apr - Mar), 1998"
1651,India,2005-06,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",41000.7,0.0621,2005,"Financial Year (Apr - Mar), 2005"
1652,India,2011-12,64,"FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES",156318.16,0.0666,2011,"Financial Year (Apr - Mar), 2011"
